onet_soc_code,total_task_importance,ai_task_importance,api_usage_count,A_MEAN,A_MEDIAN,TOT_EMP,onet_occupation_title,job_zone,ai_exposure,usage_per_worker,wage_bill,wage_at_risk,emp_at_risk
11-1011.00,122.48,29.12,1249.0,262930.0,206420.0,211850.0,Chief Executives,5.0,0.23775310254735468,0.005895680906301629,55701720500.0,13243256866.100588,50367.99477465709
11-1021.00,62.83,11.19,376.0,133120.0,102950.0,3584420.0,General and Operations Managers,4.0,0.17809963393283462,0.00010489842150194452,477157990400.0,84981663418.36702,638383.8898615311
11-2011.00,77.53,33.63,2655.0,149270.0,126960.0,21100.0,Advertising and Promotions Managers,4.0,0.4337675738423836,0.12582938388625592,3149597000.0,1366193049.27125,9152.495808074294
11-2021.00,68.59,19.05,224.0,171520.0,161030.0,384980.0,Marketing Managers,4.0,0.27773727948680565,0.0005818484077094914,66031769600.0,18339484048.403557,106923.29785683044
11-2022.00,63.4,11.92,654.0,160930.0,138060.0,603710.0,Sales Managers,4.0,0.18801261829652996,0.0010833015851981912,97155050300.0,18266375387.634068,113505.0977917981
11-2033.00,59.87,10.04,126.5,137290.0,123480.0,36920.0,Fundraising Managers,4.0,0.1676966761316185,0.0034263271939328275,5068746800.0,850011990.5127777,6191.361282779356
11-3013.00,43.14,3.62,31.0,114520.0,104690.0,141090.0,Facilities Managers,3.0,0.08391284191006027,0.00021971791055354738,16157626800.0,1355832383.310153,11839.262865090403
11-3013.01,111.63,36.19,6491.0,114520.0,104690.0,141090.0,Security Managers,4.0,0.324196004658246,0.04600609540009923,16157626800.0,5238238053.319,45740.814297231926
11-3021.00,65.28,30.61,422.0,187990.0,171200.0,645970.0,Computer and Information Systems Managers,4.0,0.4689031862745098,0.0006532811121259501,121435900300.0,56941680578.7837,302897.39123774506
11-3031.00,66.38,34.07,1438.0,180470.0,161700.0,818620.0,Financial Managers,4.0,0.5132570051220248,0.0017566147907454009,147736351400.0,75826717267.21906,420162.4495329919
11-3031.01,90.49,16.22,122.0,180470.0,161700.0,818620.0,Treasurers and Controllers,4.0,0.17924632556083545,0.00014903129657228018,147736351400.0,26481198140.214386,146734.62703061113
11-3031.03,80.94,46.44,1851.0,180470.0,161700.0,818620.0,Investment Fund Managers,5.0,0.5737583395107487,0.0022611223766827097,147736351400.0,84764963664.64047,469690.0518902891
11-3051.01,105.26,3.27,83.0,129180.0,121440.0,234380.0,Quality Control Systems Managers,4.0,0.031065931977959337,0.00035412577865005546,30277208400.0,940589696.636899,7281.233136994109
11-3051.04,73.28,3.6,32.0,129180.0,121440.0,234380.0,Biomass Power Plant Managers,4.0,0.049126637554585156,0.00013653042068435874,30277208400.0,1487417443.2314413,11514.30131004367
11-3061.00,72.93,16.08,1340.0,150630.0,139510.0,81240.0,Purchasing Managers,4.0,0.22048539695598515,0.016494337764647957,12237181200.0,2698119754.5043187,17912.233648704234
11-3071.00,101.78,15.93,912.0,116010.0,102010.0,213000.0,"Transportation, Storage, and Distribution Managers",4.0,0.15651404991157397,0.00428169014084507,24710130000.0,3867482520.1414814,33337.49263116525
11-3071.04,108.83,6.83,37.0,116010.0,102010.0,213000.0,Supply Chain Managers,4.0,0.06275843057980336,0.00017370892018779343,24710130000.0,1550768978.2229164,13367.545713498115
11-3111.00,85.25,14.870000000000001,82.0,156230.0,140360.0,20070.0,Compensation and Benefits Managers,4.0,0.17442815249266863,0.00408570004982561,3135536100.0,546925768.9970675,3500.7730205278594
11-3121.00,97.68,21.89,259.0,160480.0,140030.0,215520.0,Human Resources Managers,4.0,0.22409909909909909,0.001201744617668894,34586649600.0,7750837016.216216,48297.83783783783
11-3131.00,47.54,21.560000000000002,278.0,140590.0,127090.0,44960.0,Training and Development Managers,4.0,0.453512831299958,0.006183274021352313,6320926400.0,2866621228.102651,20389.93689524611
11-9021.00,96.48,16.55,205.0,119660.0,106980.0,348330.0,Construction Managers,4.0,0.17153814262023218,0.0005885223782045761,41681167800.0,7149910106.654229,59751.88121890547
11-9031.00,66.78,14.71,142.0,62640.0,56270.0,71620.0,"Education and Childcare Administrators, Preschool and Daycare",4.0,0.22027553159628632,0.0019826864004468025,4486276800.0,988217007.0080863,15776.133572926026
11-9032.00,124.15,27.34,700.0,113360.0,104070.0,319630.0,"Education Administrators, Kindergarten through Secondary",5.0,0.2202174788562223,0.0021900322247598784,36233256800.0,7979196463.246073,70388.11276681433
11-9033.00,99.83,3.12,19.0,124450.0,103960.0,176420.0,"Education Administrators, Postsecondary",5.0,0.031253130321546634,0.00010769753996145562,21955469000.0,686177133.9276772,5513.677251327257
11-9041.00,63.58,3.46,83.0,175710.0,167740.0,210340.0,Architectural and Engineering Managers,5.0,0.054419628814092486,0.00039459922030997435,36958841400.0,2011286430.3869143,11446.624724756213
11-9051.00,116.87,12.98,128.0,72370.0,65310.0,244230.0,Food Service Managers,2.0,0.11106357491229571,0.0005240961388854768,17674925100.0,1963040367.9130657,27125.056900829983
11-9071.00,80.84,8.77,82.0,102480.0,85580.0,4620.0,Gambling Managers,2.0,0.10848589807026224,0.01774891774891775,473457600.0,51363472.93419099,501.2048490846115
11-9072.00,67.97,3.79,11.0,87060.0,77180.0,36700.0,"Entertainment and Recreation Managers, Except Gambling",4.0,0.05575989407091364,0.0002997275204359673,3195102000.0,178158549.0657643,2046.3881124025306
11-9081.00,99.41,17.02,195.0,77460.0,68130.0,41350.0,Lodging Managers,4.0,0.1712101398249673,0.00471584038694075,3202971000.0,548381112.7653153,7079.539281762398
11-9111.00,71.58,11.5,247.0,137730.0,117960.0,565840.0,Medical and Health Services Managers,4.0,0.16065940206761667,0.00043651915735897076,77933143200.0,12520692187.761946,90907.51606594022
11-9121.00,60.72,10.67,198.0,173500.0,161180.0,100870.0,Natural Sciences Managers,5.0,0.17572463768115942,0.0019629225736095966,17500945000.0,3075347219.2028985,17725.344202898552
11-9121.01,129.96,24.9,1744.0,173500.0,161180.0,100870.0,Clinical Research Coordinators,4.0,0.19159741458910431,0.017289580648359275,17500945000.0,3353135814.866112,19326.431209602953
11-9121.02,73.62,3.35,25.0,173500.0,161180.0,100870.0,Water Resource Specialists,4.0,0.04550393914697093,0.000247843759294141,17500945000.0,796361936.2944851,4589.982341754958
11-9131.00,53.65,4.55,17.0,93760.0,92730.0,13810.0,Postmasters and Mail Superintendents,2.0,0.08480894687791239,0.0012309920347574222,1294825600.0,109812795.52656104,1171.2115563839702
11-9141.00,107.25,28.41,607.0,82720.0,66700.0,296640.0,"Property, Real Estate, and Community Association Managers",4.0,0.26489510489510487,0.0020462513484358143,24538060800.0,6500012189.538461,78578.4839160839
11-9151.00,62.65,12.42,142.0,86100.0,78240.0,195490.0,Social and Community Service Managers,4.0,0.198244213886672,0.0007263798659777993,16831689000.0,3336784954.1899443,38754.76137270551
11-9171.00,91.51,18.330000000000002,281.0,85650.0,76830.0,13120.0,Funeral Home Managers,3.0,0.20030597748879905,0.02141768292682927,1123728000.0,225089435.47153318,2628.0144246530435
11-9179.01,91.83,14.9,901.0,70620.0,61340.0,10490.0,Fitness and Wellness Coordinators,4.0,0.16225634324294894,0.08589132507149666,740803800.0,120200115.64848089,1702.0690406185342
11-9179.02,85.71,17.46,2200.0,70620.0,61340.0,10490.0,Spa Managers,3.0,0.2037101855092755,0.20972354623450906,740803800.0,150909279.52397624,2136.9198459923
11-9199.01,104.41,25.78,467.0,149890.0,136550.0,630980.0,Regulatory Affairs Managers,4.0,0.2469112154008237,0.0007401185457542236,94577592200.0,23352268239.78546,155796.03869361174
11-9199.02,114.54,31.740000000000002,401.5,149890.0,136550.0,630980.0,Compliance Managers,4.0,0.27710843373493976,0.0006363117689942629,94577592200.0,26208248440.963856,174849.8795180723
11-9199.08,102.6,4.05,108.0,149890.0,136550.0,630980.0,Loss Prevention Managers,4.0,0.039473684210526314,0.00017116231893245427,94577592200.0,3733326007.894737,24907.105263157893
11-9199.09,63.73,7.65,85.0,149890.0,136550.0,630980.0,Wind Energy Operations Managers,3.0,0.12003765887337205,0.00013471108434498716,94577592200.0,11352872749.568493,75741.36199592029
11-9199.10,55.81,7.43,59.0,149890.0,136550.0,630980.0,Wind Energy Development Managers,4.0,0.13313026339365705,9.350534089828521e-05,94577592200.0,12591139760.723885,84002.53359612972
13-1011.00,52.1,14.63,1192.0,165600.0,96310.0,14220.0,"Agents and Business Managers of Artists, Performers, and Athletes",4.0,0.28080614203454896,0.08382559774964839,2354832000.0,661251289.0595009,3993.0633397312863
13-1031.00,115.33,33.53,712.0,78770.0,76790.0,305020.0,"Claims Adjusters, Examiners, and Investigators",4.0,0.2907309459810977,0.0023342731624155792,24026425400.0,6985225385.086274,88678.75314315443
13-1041.00,51.78,8.68,286.0,84980.0,78420.0,397770.0,Compliance Officers,4.0,0.16763229045963693,0.0007190084722326973,33802494600.0,5666389593.047509,66679.09617612978
13-1041.01,102.92,3.67,15.0,84980.0,78420.0,397770.0,Environmental Compliance Inspectors,4.0,0.035658764088612516,3.771023455765895e-05,33802494600.0,1205355180.5479984,14183.9865915274
13-1041.03,72.98,4.01,54.0,84980.0,78420.0,397770.0,Equal Opportunity Representatives and Officers,4.0,0.054946560701562064,0.00013575684440757222,33802494600.0,1857330821.4031239,21856.09345026034
13-1041.04,48.67,4.22,15.0,84980.0,78420.0,397770.0,Government Property Inspectors and Investigators,3.0,0.0867063899732895,3.771023455765895e-05,33802494600.0,2930892278.8576126,34489.20073967536
13-1041.07,113.97,18.62,365.0,84980.0,78420.0,397770.0,Regulatory Affairs Specialists,4.0,0.16337632710362376,0.0009176157075697011,33802494600.0,5522527414.688076,64986.20163200842
13-1041.08,91.41,12.77,267.0,84980.0,78420.0,397770.0,Customs Brokers,3.0,0.13970025161360902,0.0006712421751263293,33802494600.0,4722217000.787661,55568.56908434526
13-1051.00,54.17,7.16,158.0,83160.0,77070.0,219530.0,Cost Estimators,4.0,0.13217648144729555,0.000719719400537512,18256114800.0,2413029019.1618977,29016.702972124793
13-1071.00,105.76,44.96,2254.0,79730.0,72910.0,917460.0,Human Resources Specialists,4.0,0.42511346444780634,0.0024567828570182895,73149085800.0,31096661285.627834,390024.5990922844
13-1075.00,102.46,6.46,35.0,97130.0,93500.0,64590.0,Labor Relations Specialists,4.0,0.0630489947296506,0.0005418795479176343,6273626700.0,395545856.74409527,4072.334569588132
13-1081.00,83.69,8.2,121.0,87600.0,80880.0,235640.0,Logisticians,4.0,0.09798064284860795,0.0005134951621116958,20642064000.0,2022522700.4421077,23088.15868084598
13-1081.01,107.88,18.830000000000002,517.0,87600.0,80880.0,235640.0,Logistics Engineers,4.0,0.17454579162031889,0.002194024783568155,20642064000.0,3602985401.5572863,41129.97033741194
13-1081.02,116.68,39.5,564.0,87600.0,80880.0,235640.0,Logistics Analysts,4.0,0.3385327391155296,0.0023934815820743508,20642064000.0,6988014466.918066,79771.8546451834
13-1111.00,43.46,8.72,224.0,114710.0,101190.0,893900.0,Management Analysts,4.0,0.20064427059364934,0.0002505873140172279,102539269000.0,20573916835.711,179355.91348366314
13-1121.00,83.13,21.509999999999998,601.0,65090.0,59440.0,134670.0,"Meeting, Convention, and Event Planners",4.0,0.258751353302057,0.004462760822751912,8765670300.0,2268129052.724648,34846.04474918802
13-1131.00,106.09,14.11,94.0,73130.0,66490.0,105930.0,Fundraisers,4.0,0.13300028277877274,0.0008873784574719155,7746660900.0,1030308090.2912621,14088.719954755396
13-1141.00,75.54,11.05,1736.0,82920.0,77020.0,102370.0,"Compensation, Benefits, and Job Analysis Specialists",4.0,0.1462801164945724,0.016958093191364657,8488520400.0,1241701752.9785542,14974.695525549376
13-1151.00,77.1,20.95,227.0,73760.0,65850.0,436610.0,Training and Development Specialists,4.0,0.27172503242542156,0.0005199147981035707,32204353600.0,8750729026.199741,118637.86640726331
13-1161.00,51.83,33.54,5234.0,86480.0,76950.0,861140.0,Market Research Analysts and Marketing Specialists,4.0,0.6471155701331275,0.006077989641637829,74471387200.0,48191594186.53289,557257.1020644414
13-1161.01,126.58,76.96,3912.0,86480.0,76950.0,861140.0,Search Marketing Strategists,4.0,0.6079949439089903,0.0045428153378080215,74471387200.0,45278226883.4887,523568.76599778794
13-1199.04,85.27,11.91,374.0,92380.0,81270.0,1128200.0,Business Continuity Planners,4.0,0.13967397677964113,0.000331501506825031,104223116000.0,14557257084.085844,157580.18060279114
13-1199.06,134.42,79.98,4620.0,92380.0,81270.0,1128200.0,Online Merchants,4.0,0.5950007439369143,0.004095018613720971,104223116000.0,62012831555.42331,671279.8393096267
13-1199.07,86.29,27.259999999999998,571.0,92380.0,81270.0,1128200.0,Security Management Specialists,4.0,0.31591146135125736,0.0005061159368906223,104223116000.0,32925276882.141613,356411.31069648854
13-2011.00,103.69,29.78,781.0,93520.0,81680.0,1448290.0,Accountants and Auditors,4.0,0.2872022374385187,0.0005392566405899371,135444080800.0,38899843053.56351,415952.1284598322
13-2041.00,44.69,8.21,68.0,98040.0,80970.0,67370.0,Credit Analysts,4.0,0.1837100022376371,0.0010093513433278908,6604954800.0,1213396261.0874918,12376.54285074961
13-2052.00,80.54,39.58,1352.0,160210.0,102140.0,270480.0,Personal Financial Advisors,4.0,0.4914328284082443,0.004998521147589471,43333600800.0,21295554006.25776,132922.75142786192
13-2053.00,29.38,12.93,166.0,90830.0,79880.0,107820.0,Insurance Underwriters,4.0,0.4400953029271613,0.0015396030421072158,9793290600.0,4309981193.260721,47451.075561606536
13-2061.00,66.62,3.74,279.0,103650.0,90400.0,62830.0,Financial Examiners,4.0,0.056139297508255775,0.0044405538755371635,6512329500.0,365597603.2722906,3527.23206244371
13-2071.00,99.5,31.08,483.0,55890.0,50480.0,28110.0,Credit Counselors,4.0,0.3123618090452261,0.01718249733191035,1571067900.0,490741611.37688434,8780.490452261305
13-2072.00,67.8,19.96,444.0,86020.0,74180.0,290530.0,Loan Officers,4.0,0.2943952802359882,0.001528241489691254,24991390600.0,7357347439.174042,85530.66076696165
13-2081.00,88.53,4.19,23.0,67570.0,59740.0,53530.0,"Tax Examiners and Collectors, and Revenue Agents",3.0,0.047328589178809444,0.000429665608070241,3617022100.0,171188553.02157462,2533.4993787416697
13-2082.00,52.33,17.35,237.0,58860.0,50560.0,73570.0,Tax Preparers,3.0,0.3315497802407797,0.0032214217751801006,4330330200.0,1435720026.1800115,24392.117332314163
13-2099.01,69.2,35.93,814.0,93890.0,80190.0,127450.0,Financial Quantitative Analysts,5.0,0.5192196531791907,0.006386818360141232,11966280500.0,6213128011.054913,66174.54479768786
13-2099.04,96.86,12.48,64.0,93890.0,80190.0,127450.0,"Fraud Examiners, Investigators and Analysts",4.0,0.1288457567623374,0.0005021577089054531,11966280500.0,1541804466.6529012,16421.3916993599
15-1211.00,76.87,42.23,23454.0,111960.0,103790.0,497800.0,Computer Systems Analysts,3.0,0.5493690646546117,0.04711530735235034,55733688000.0,30618364046.311954,273475.92038506566
15-1211.01,67.68,32.65,934.0,111960.0,103790.0,497800.0,Health Informatics Specialists,5.0,0.4824172576832151,0.0018762555243069506,55733688000.0,26886892925.531914,240147.31087470448
15-1212.00,44.52,28.5,2477.0,127730.0,124910.0,179430.0,Information Security Analysts,4.0,0.6401617250673854,0.01380482639469431,22918593900.0,14671606607.142857,114864.21832884097
15-1221.00,52.03,21.62,4617.0,152310.0,140910.0,38480.0,Computer and Information Research Scientists,5.0,0.4155295022102633,0.11998440748440749,5860888800.0,2435372205.5737076,15989.575245050932
15-1231.00,98.73,42.52,5559.0,79610.0,73340.0,146450.0,Computer Network Support Specialists,4.0,0.43066950268408793,0.037958347558893824,11658884500.0,5021125989.466221,63071.54866808468
15-1232.00,55.51,35.77,1625.0,64990.0,60340.0,697210.0,Computer User Support Specialists,3.0,0.6443883984867592,0.0023307181480472167,45311677900.0,29198319554.72888,449274.0353089534
15-1241.00,118.71000000000001,41.41,976.0,135890.0,130390.0,177010.0,Computer Network Architects,4.0,0.3488332912138825,0.005513812778939043,24053888900.0,8390797231.480076,61746.98087776935
15-1241.01,100.52,34.73,2711.0,135890.0,130390.0,177010.0,Telecommunications Engineering Specialists,3.0,0.3455033824114604,0.015315518897237444,24053888900.0,8310699975.099483,61157.553720652606
15-1242.00,60.72,47.92,13983.5,107440.0,104620.0,73180.0,Database Administrators,4.0,0.7891963109354414,0.1910836294069418,7862459200.0,6205023795.520422,57753.3860342556
15-1243.00,94.66,64.32,13928.5,142620.0,135980.0,64770.0,Database Architects,4.0,0.6794844707373758,0.21504554577736607,9237497400.0,6276736031.776885,44010.209169659836
15-1243.01,69.11,57.43,38482.0,142620.0,135980.0,64770.0,Data Warehousing Specialists,4.0,0.8309940674287368,0.5941330863053883,9237497400.0,7676305537.288382,53823.485747359286
15-1244.00,71.45,30.52,8001.0,101190.0,96800.0,318570.0,Network and Computer Systems Administrators,4.0,0.4271518544436669,0.025115359261700724,32236098300.0,13769709168.873337,136077.76627011897
15-1251.00,61.56,40.99,33151.0,103640.0,98670.0,109870.0,Computer Programmers,4.0,0.6658544509421702,0.3017293164649131,11386926800.0,7582035892.332684,73157.42852501624
15-1252.00,64.18,36.84,66262.0,144570.0,133080.0,1654440.0,Software Developers,4.0,0.5740105952009972,0.04005101424046807,239182390800.0,137293226504.7055,949666.0891243378
15-1253.00,106.13,39.4,44338.0,110260.0,102610.0,199800.0,Software Quality Assurance Analysts and Testers,4.0,0.371242815415057,0.22191191191191192,22029948000.0,8178459918.967304,74174.31451992839
15-1254.00,98.03999999999999,50.98,18641.333333333332,98790.0,90930.0,78860.0,Web Developers,3.0,0.5199918400652795,0.23638515512722968,7790579400.0,4051037717.3806615,41006.556507547946
15-1255.01,94.47,10.7,2936.0,111450.0,98090.0,111400.0,Video Game Designers,4.0,0.11326346988461945,0.026355475763016157,12415530000.0,1406226008.2565894,12617.550545146607
15-1299.01,136.44,47.27,6078.833333333333,116700.0,108970.0,439380.0,Web Administrators,4.0,0.3464526531808854,0.013835025111141456,51275646000.0,17764583600.263855,152224.36675461743
15-1299.02,99.65,55.75,1945.0,116700.0,108970.0,439380.0,Geographic Information Systems Technologists and Technicians,3.0,0.5594581033617662,0.0044266921571305025,51275646000.0,28686575659.80933,245814.7014550928
15-1299.03,88.16,48.35,3514.0,116700.0,108970.0,439380.0,Document Management Specialists,4.0,0.548434664246824,0.007997633028358141,51275646000.0,28121341698.049004,240971.22277676951
15-1299.08,104.09,55.57,14176.0,116700.0,108970.0,439380.0,Computer Systems Engineers/Architects,3.0,0.5338649245844942,0.032263644225954756,51275646000.0,27374268884.811222,234569.57056393506
15-1299.09,85.16,33.45,714.0,116700.0,108970.0,439380.0,Information Technology Project Managers,4.0,0.39279004227336783,0.0016250170695070326,51275646000.0,20140563159.934246,172584.08877407236
15-2011.00,53.24,3.8,128.0,134990.0,125770.0,28340.0,Actuaries,4.0,0.07137490608564988,0.004516584333098095,3825616600.0,273053025.5447032,2022.7648384673175
15-2021.00,45.66,15.46,1042.0,122520.0,121680.0,2220.0,Mathematicians,5.0,0.33858957512045557,0.46936936936936935,271994400.0,92094468.33114325,751.6688567674114
15-2031.00,70.44,33.56,1281.0,99120.0,91290.0,107760.0,Operations Research Analysts,5.0,0.4764338444065872,0.011887527839643653,10681171200.0,5088871457.58092,51340.51107325384
15-2041.00,77.6,41.33,5224.0,112330.0,103300.0,29800.0,Statisticians,5.0,0.5326030927835051,0.1753020134228188,3347434000.0,1782853701.2886598,15871.572164948453
15-2041.01,99.53,29.419999999999998,869.0,112330.0,103300.0,29800.0,Biostatisticians,5.0,0.2955892695669647,0.029161073825503356,3347434000.0,989465570.9836229,8808.560233095548
15-2051.01,63.46,49.51,3562.0,124590.0,112590.0,233440.0,Business Intelligence Analysts,4.0,0.7801764891270091,0.015258738862234408,29084289600.0,22690878948.881184,182124.39962180902
15-2051.02,78.3,37.730000000000004,5649.0,124590.0,112590.0,233440.0,Clinical Data Managers,4.0,0.48186462324393364,0.02419893762851268,29084289600.0,14014690250.421457,112486.47765006387
15-2099.01,68.84,36.6,62434.0,84700.0,71490.0,4660.0,Bioinformatics Technicians,4.0,0.5316676350958744,13.39785407725322,394702000.0,209850278.90761185,2477.571179546775
17-1011.00,89.61,16.009999999999998,158.0,103390.0,96690.0,111140.0,"Architects, Except Landscape and Naval",5.0,0.17866309563664767,0.0014216303761022135,11490764600.0,2052975574.6680055,19856.616449057023
17-1012.00,75.31,3.65,26.0,88000.0,79660.0,19580.0,Landscape Architects,4.0,0.04846633913158943,0.001327885597548519,1723040000.0,83509440.97729385,948.9709201965211
17-1021.00,56.42,7.79,180.0,82860.0,78380.0,12790.0,Cartographers and Photogrammetrists,4.0,0.1380716058135413,0.014073494917904612,1059779400.0,146325443.56611133,1765.9358383551933
17-1022.00,96.52,2.33,18.0,76730.0,72740.0,53080.0,Surveyors,4.0,0.024140074595938667,0.0003391107761868877,4072828400.0,98318381.39245753,1281.3551595524245
17-1022.01,66.22,3.79,17.0,76730.0,72740.0,53080.0,Geodetic Surveyors,4.0,0.0572334642102084,0.0003202712886209495,4072828400.0,233102078.46572033,3037.9522802778615
17-2011.00,49.68,6.57,107.0,141180.0,134830.0,68440.0,Aerospace Engineers,4.0,0.1322463768115942,0.0015634132086499123,9662359200.0,1277811995.652174,9050.942028985508
17-2031.00,104.9,16.14,271.0,115020.0,106950.0,21860.0,Bioengineers and Biomedical Engineers,4.0,0.153860819828408,0.012397072278133577,2514337200.0,386857982.91706383,3363.3975214489988
17-2051.00,57.46,4.0,66.0,107050.0,99590.0,355410.0,Civil Engineers,4.0,0.06961364427427776,0.00018570102135561745,38046640500.0,2648565297.598329,24741.38531152106
17-2051.01,95.19,7.73,88.0,107050.0,99590.0,355410.0,Transportation Engineers,4.0,0.08120600903456246,0.00024760136180748996,38046640500.0,3089615832.17775,28861.427670973844
17-2061.00,65.17,21.83,2585.0,156770.0,155020.0,75710.0,Computer Hardware Engineers,4.0,0.33497007825686664,0.034143442081627264,11869056700.0,3975778851.634187,25360.584624827374
17-2071.00,79.85,13.79,317.0,120980.0,111910.0,188790.0,Electrical Engineers,4.0,0.17269881026925485,0.0016791143598707558,22839814200.0,3944408739.1108327,32603.80839073262
17-2072.00,66.78,14.379999999999999,337.0,132500.0,127590.0,93940.0,"Electronics Engineers, Except Computer",4.0,0.21533393231506437,0.0035873962103470302,12447050000.0,2680272222.222222,20228.46960167715
17-2072.01,79.07,3.79,20.0,132500.0,127590.0,93940.0,Radio Frequency Identification Device Specialists,4.0,0.04793221196408246,0.00021290185224611454,12447050000.0,596614638.9275326,4502.751991905907
17-2081.00,108.9,3.55,55.0,110570.0,104170.0,37950.0,Environmental Engineers,4.0,0.032598714416896234,0.0014492753623188406,4196131500.0,136788492.4242424,1237.121212121212
17-2112.01,104.37,10.24,105.0,107900.0,101140.0,350230.0,Human Factors Engineers and Ergonomists,5.0,0.09811248443039187,0.0002998029866087999,37789817000.0,3707652832.0398583,34361.93542205614
17-2112.02,80.99,3.75,123.0,107900.0,101140.0,350230.0,Validation Engineers,4.0,0.04630201259414743,0.0003511977843131656,37789817000.0,1749744582.6645267,16216.353870848254
17-2112.03,88.39,3.87,15.0,107900.0,101140.0,350230.0,Manufacturing Engineers,4.0,0.04378323339744315,4.282899808697142e-05,37789817000.0,1654560377.757665,15334.201832786515
17-2121.00,106.78,3.39,18.0,116680.0,105670.0,8440.0,Marine Engineers and Naval Architects,4.0,0.03174751826184679,0.0021327014218009478,984779200.0,31264295.63588687,267.9490541299869
17-2141.00,99.33,14.379999999999999,488.0,110080.0,102320.0,286760.0,Mechanical Engineers,4.0,0.14476995872344708,0.0017017715162505232,31566540800.0,4569886808.658009,41514.233363535684
17-2141.02,92.51,7.42,93.0,110080.0,102320.0,286760.0,Automotive Engineers,4.0,0.08020754513025619,0.00032431301436741525,31566540800.0,2531874745.822073,23000.315641552264
17-2199.03,78.34,7.300000000000001,241.0,121720.0,117750.0,150750.0,"Energy Engineers, Except Wind and Solar",4.0,0.09318355884605566,0.0015986733001658374,18349290000.0,1709852144.4983406,14047.42149604289
17-2199.06,87.78,14.23,87.0,121720.0,117750.0,150750.0,Microsystems Engineers,5.0,0.16210982000455684,0.0005771144278606965,18349290000.0,2974600099.111415,24438.055365686945
17-2199.07,86.12,11.45,1142.0,121720.0,117750.0,150750.0,Photonics Engineers,4.0,0.13295401764979098,0.007575456053067993,18349290000.0,2439611826.521133,20042.81816070599
17-2199.08,87.13,18.76,400.0,121720.0,117750.0,150750.0,Robotics Engineers,4.0,0.21531045564099624,0.0026533996683250414,18349290000.0,3950793990.588776,32458.051187880184
17-2199.09,84.33,19.46,163.0,121720.0,117750.0,150750.0,Nanosystems Engineers,5.0,0.23076010909522118,0.0010812603648424543,18349290000.0,4234284162.219851,34787.08644610459
17-3011.00,93.14,7.84,30.0,68860.0,64280.0,109550.0,Architectural and Civil Drafters,3.0,0.08417436117672321,0.0002738475581926061,7543613000.0,634978805.2394245,9221.301266910028
17-3012.00,100.82,19.759999999999998,304.0,77960.0,73720.0,20020.0,Electrical and Electronics Drafters,3.0,0.19599285855980955,0.015184815184815185,1560759200.0,305897657.1315215,3923.777028367387
17-3022.00,54.26,15.65,1389.0,68450.0,64200.0,62130.0,Civil Engineering Technologists and Technicians,3.0,0.2884260965720605,0.022356349589570255,4252798500.0,1226618070.862514,17919.913380022117
17-3023.00,96.51,7.59,122.0,78580.0,77180.0,92710.0,Electrical and Electronic Engineering Technologists and Technicians,3.0,0.07864470003108485,0.0013159313989860857,7285151800.0,572938577.9919178,7291.150139881877
17-3024.00,98.79,12.27,63.0,75710.0,70760.0,14680.0,Electro-Mechanical and Mechatronics Technologists and Technicians,3.0,0.12420285453993318,0.004291553133514986,1111422800.0,138041884.36076525,1823.2979046462192
17-3025.00,95.98,10.469999999999999,87.0,63070.0,58890.0,12500.0,Environmental Engineering Technologists and Technicians,4.0,0.10908522608876847,0.00696,788375000.0,86000065.11773284,1363.5653261096058
17-3026.01,93.33,3.69,47.0,69780.0,64790.0,73410.0,Nanotechnology Engineering Technologists and Technicians,4.0,0.03953712632594021,0.0006402397493529492,5122549800.0,202530898.55351976,2902.4204435872707
17-3027.00,90.92,14.66,697.0,72450.0,68730.0,37450.0,Mechanical Engineering Technologists and Technicians,3.0,0.16124065112186536,0.01861148197596796,2713252500.0,437486599.758029,6038.462384513858
17-3027.01,68.39,8.45,502.0,72450.0,68730.0,37450.0,Automotive Engineering Technicians,3.0,0.12355607544962713,0.013404539385847796,2713252500.0,335238830.6038894,4627.175025588536
17-3029.01,71.51,9.280000000000001,41.0,79740.0,77390.0,64410.0,Non-Destructive Testing Specialists,2.0,0.12977205985176898,0.0006365471200124205,5136053400.0,666516229.2266816,8358.61837505244
19-1012.00,50.62,11.35,205.0,92190.0,85310.0,14370.0,Food Scientists and Technologists,4.0,0.22421967601738443,0.014265831593597773,1324770300.0,297039567.4634532,3222.036744369814
19-1013.00,90.78,6.91,100.0,83040.0,71410.0,16600.0,Soil and Plant Scientists,5.0,0.076118087684512,0.006024096385542169,1378464000.0,104926043.62194316,1263.5602555628993
19-1021.00,92.55,17.48,747.0,115570.0,103650.0,34520.0,Biochemists and Biophysicists,5.0,0.18887088060507834,0.0216396292004635,3989476400.0,753495920.8211777,6519.822798487305
19-1022.00,55.21,15.309999999999999,302.0,95200.0,87330.0,19760.0,Microbiologists,4.0,0.27730483608042017,0.015283400809716598,1881152000.0,521652547.00235456,5479.543560949102
19-1023.00,49.36,3.49,385.0,77920.0,72860.0,16920.0,Zoologists and Wildlife Biologists,4.0,0.07070502431118315,0.022754137115839245,1318406400.0,93217956.56401946,1196.329011345219
19-1029.01,70.79,36.42,4077.0,100440.0,93330.0,59710.0,Bioinformatics Scientists,5.0,0.5144794462494703,0.06828002009713616,5997272400.0,3085473383.3592315,30719.56773555587
